video_id,comment_id,author,published_at,like_count,text
B2D3lGOrdVQ,Ugzd0T8-vAdyjqdjdKF4AaABAg,@massan1192,2019-08-06T02:12:45Z,0,瀬戸さんが太って老ける前ですね
B2D3lGOrdVQ,UgzeCIt-YAnDS_UuZq54AaABAg,@すとぷりリスナー-t8h,2018-09-30T23:45:00Z,0,あのいいですか？まっちゃのすけという人をBANしてほしいんです、なぜかと言いますと歌動画を上げているりいぬくんという人の顔を動画に上げて視聴回数を稼いでいるんです、リスナーにやめろ、この動画消せなど言われているのに動画を残したままで反省もしていないので、まっちゃのすけをBANしてください。
B2D3lGOrdVQ,UghDeZ_Qs3CFpngCoAEC,@森村友登,2015-11-24T15:57:05Z,0,い
B2D3lGOrdVQ,UgjB13ZEzkXjL3gCoAEC,@森村友登,2015-11-24T15:56:58Z,0,ら
B2D3lGOrdVQ,Ugh6-uFfJJtA93gCoAEC,@森村友登,2015-11-24T15:56:53Z,0,き
B2D3lGOrdVQ,UgjjGVYR-0JvoHgCoAEC,@森村友登,2015-11-24T15:56:47Z,0,ぶ
B2D3lGOrdVQ,UggYj-y9VTlcwXgCoAEC,@森村友登,2015-11-24T15:56:42Z,0,ちゅー
B2D3lGOrdVQ,UgiaJdWnlVylI3gCoAEC,@森村友登,2015-11-24T15:56:23Z,0,ー
B2D3lGOrdVQ,Ugh8WghLSlrG03gCoAEC,@森村友登,2015-11-24T15:56:18Z,0,ゆ
B2D3lGOrdVQ,Ugg42G4YYPBPp3gCoAEC,@ロークってやつキチガイだから頭おかしい,2015-10-06T15:12:47Z,0,チャンネル登録消そ
B2D3lGOrdVQ,UgjjnQXEHqL-jngCoAEC,@ロークってやつキチガイだから頭おかしい,2015-10-04T08:10:36Z,0,YouTube制限するとか最低
B2D3lGOrdVQ,UgjdGuGs_LoaD3gCoAEC,@kumakuma8209,2014-11-23T01:38:34Z,1,
B2D3lGOrdVQ,Ugi5tnsAmz0TbngCoAEC,@箱崎榮次郎,2014-11-09T18:43:24Z,0,"アすせす●リ一TJ/デクレエム♪スタンダード川瀬成毛非道激辛,劇中㊥佐官元帥二世度市場調査混乱二世ＺetlａIルポ～ット各@ラッキ一●ハッピｲード㊥佐官大臣下村文科学大臣歴史認識自虐歴史観敵見形頑固者私的利益地方自治体マヒカリ教え団体妻子鍛練Σm㎡有り難う！∞∞∞∞∞∞∞∞ＷＷＷ∞∞∞∞∞∞∞ＷＷＷ∞∞∞∞∞∞∞ＷＷＷ∞∞∞∞∞∞∞"
B2D3lGOrdVQ,UgjLjzywz1BxDXgCoAEC,@箱崎榮次郎,2014-10-30T23:41:30Z,0,回れば、四国彡宗教信仰尊厳Γ幸福瞑想」㊥心情誠合理大金剛唇権現一度回して金比羅船船御池浮かべてシユラシュシュシュ！!!∞∞∞∞∞∞∞ＷＷＷ∞∞∞∞∞∞∞ＷＷＷ∞∞∞∞∞∞∞ＷＷＷ∞∞∞∞∞∞∞
B2D3lGOrdVQ,UggFkjr0MzPAWXgCoAEC,@箱崎榮次郎,2014-08-21T17:15:25Z,0,ManmのManm七七七🈴❗️無限大🐝🔔🐞🐝🐝🐝🐝🔔声諸行無常響き有り三帰依体制幸福実現党✨✨✨✨✨❗️有難う御座います❗️無限大無限大無限大無限大❗️
B2D3lGOrdVQ,UgiAEbNshE5Hp3gCoAEC,@箱崎榮次郎,2014-08-21T00:38:08Z,0,"🈴❗️✨✨✨✨❗️幸福実現党の過去🎫現在未来包含アイシュタインケ相対性理論八次元如来界への誠祈り【信仰のすすめ】許し願い継承法】【四🆚弘誓願】【未来の法】【忍耐の法】【不滅の法】【救世の法】全世界愛地球宗教人類人種民族文化文明社会日本国民性統一性仁徳人道道徳性武士道精神統一性礼儀作法得知政治新・トウナスγ］ダァ一クマタ新エネル🈴ギーΣサイクロトロンπ🐝🐝🐝🔔🔔❗️✨✨✨✨✨✨✨❗️
"
B2D3lGOrdVQ,Ugi_eRC6jfHAfngCoAEC,@箱崎榮次郎,2014-08-20T07:13:59Z,0,AndroidL'Arc-en-CielVideo❗️諸法無我自然界ハザドマツブ民意啓蒙仏の顔も三度迄❗️✨✨✨法】🈴🎫❗️不知火❗️
B2D3lGOrdVQ,UghcxhceSMuJHXgCoAEC,@箱崎榮次郎,2014-07-22T01:56:52Z,1,党いたまして有難う御座います❗️
B2D3lGOrdVQ,Ugh_2_gGSJJQI3gCoAEC,@箱崎榮次郎,2014-07-09T07:28:52Z,0,"Youtubobe.comhappyhakozaki6497@gmail.comPotialA6Ｖedic2005
✨✨✨主✨✨✨エル✨カンタ一レヘ祈り全世界人類愛地球宗教信仰のすすめ】【救済の原理法】祈りの心の底からの信仰します❗️有難う御座います❗️✨🔔🔔🔔無限大無限大無限大永遠の生命法】重ねて感謝感激合掌❗️"
B2D3lGOrdVQ,UggqI2rKfNtsQngCoAEC,@sochiemoto3393,2014-01-12T21:14:05Z,3,sochi the emperor on youtube
B2D3lGOrdVQ,UgixrLpmM930bXgCoAEC,@LTLucasTutoriais1,2013-12-13T13:24:59Z,1,ブラジル日本でバインド
B2D3lGOrdVQ,UggjF3MyvhcPRHgCoAEC,@snowcity1221,2013-12-04T21:39:12Z,0,"youtube公式チャンネルさん
僕の動画で何かアドバイスください！
よろしくお願いします。"
B2D3lGOrdVQ,Ugi4JolnJdk3SXgCoAEC,@IKIMENTV,2013-11-15T09:51:04Z,0,"ひとまず私の動画みてw
"
B2D3lGOrdVQ,Ugjrw22naUmJPHgCoAEC,@アンパンマン-w7q,2013-11-15T08:41:52Z,1,瀬戸さんいました！^_^
B2D3lGOrdVQ,UggcQMkwjFt7TngCoAEC,@hiyokomoai8165,2013-11-15T06:05:28Z,2,瀬戸さん居たw
B2D3lGOrdVQ,Ugi3-cUuTjEN2ngCoAEC,@hiyokomoai8165,2013-11-15T06:05:28Z,3,瀬戸さん居たw
B2D3lGOrdVQ,UgiaY7maOB8dQngCoAEC,@YunePreminger_main,2013-11-15T02:03:35Z,0,瀬戸さーん(((o(*ﾟ▽ﾟ*)o))) 竜也さーん(((o(*ﾟ▽ﾟ*)o)))
B2D3lGOrdVQ,UghdzFwO7UDdKngCoAEC,@白戸大恩,2013-11-14T23:25:37Z,4,"瀬戸さーんのっとるしー！
検索とかでひっかかりだすんすよね爆笑かっこい"
B2D3lGOrdVQ,UghsGU6YLgAYvHgCoAEC,@kaniyan1953,2013-11-14T18:07:59Z,6,"瀬戸さぁぁぁん！！♡♡
"
B2D3lGOrdVQ,UghbAILxEBUgHHgCoAEC,@KOMENKOTVspecial,2013-11-14T16:39:40Z,9,すごいなー
B2D3lGOrdVQ,UgjhhEjkUysbyHgCoAEC,@ホストやめたい,2013-11-14T15:38:21Z,1,瀬戸さんだあああああ
B2D3lGOrdVQ,UghfXdI3pOMlQHgCoAEC,@kei19960702,2013-11-14T15:37:57Z,21, 出演時間から考えると、これから一層瀬戸さんがぐっと来るんじゃないですかね。Googleさんも分かってんだな！
B2D3lGOrdVQ,UghstEZSDFRlTHgCoAEC,@x12345oa,2013-11-14T15:29:52Z,4,有名なひといっぱい！
B2D3lGOrdVQ,UghM00xz4BvUO3gCoAEC,@石田憲汰,2013-11-14T15:18:13Z,0,"ヒカキンどうした？
"
B2D3lGOrdVQ,UgiOgg3mPwPA_HgCoAEC,@ヨシダダ,2013-11-14T13:47:07Z,0,瀬戸さーん(*^^*)
B2D3lGOrdVQ,UgiN4REZokmxZHgCoAEC,@yukinage2965,2013-11-14T13:31:16Z,3,ＨＩＫＡＫＩＮさんは？
B2D3lGOrdVQ,UgguaiyxZg9Qq3gCoAEC,@koidekazuhiro58,2013-11-14T13:16:04Z,17,すげーすげーすげーーーーーー！
B2D3lGOrdVQ,UggkrzlMfarV0ngCoAEC,@井上峻輔-t6h,2013-11-14T13:07:42Z,3,瀬戸さんかっけー
B2D3lGOrdVQ,Ugi-k4sIumRz2ngCoAEC,@TYAiyou,2013-11-14T12:47:19Z,2,瀬戸さーん！
B2D3lGOrdVQ,Uggv7LhtEY0Ib3gCoAEC,@yuk1chiki,2013-11-14T12:45:19Z,0,ゆうやさんと竜也さんいる！
B2D3lGOrdVQ,Ugi060YNOLP3vHgCoAEC,@masahiro3319,2013-11-14T12:41:50Z,0,財部さんいた
B2D3lGOrdVQ,UgjbLbDH5MfDo3gCoAEC,@SQUASHfilms,2013-11-14T12:40:26Z,27,おーつか兄弟もいるよーん。祐也
B2D3lGOrdVQ,UghvT5SoVN9ZW3gCoAEC,@porsche180sx5,2013-11-14T12:32:10Z,11,YouTube凄いなぁー
B2D3lGOrdVQ,UghPa2Xq2yOn9XgCoAEC,@あいな-b5k,2013-11-14T11:16:58Z,1,千本桜歌てってた人の後ろにｗｗ
B2D3lGOrdVQ,UghAnoDU6dkoZngCoAEC,@mayat5247,2013-11-14T11:11:10Z,33,"みんなかっこいー
クリエータとか憧れる"
B2D3lGOrdVQ,Ugj7-Eh6hAHW1XgCoAEC,@43_yomiyomi,2013-11-14T11:06:39Z,1,いたー笑
B2D3lGOrdVQ,UghYuSnULaC8YHgCoAEC,@KontakuTV,2013-11-14T11:05:37Z,3,おー分かった！笑
B2D3lGOrdVQ,UgjXUY9fMNWOW3gCoAEC,@悠平紙崎,2013-11-14T09:15:56Z,2,瀬戸さん笑
B2D3lGOrdVQ,UgiPwIocJh72LngCoAEC,@ガッツ-s9n,2013-11-14T09:12:40Z,4,You tubeカジノって面白そう。
B2D3lGOrdVQ,UgiM8Fvgm4G7a3gCoAEC,@leanyama4669,2013-11-14T09:12:14Z,1,おー
B2D3lGOrdVQ,Ugis5D8aGGY2R3gCoAEC,@basara423,2013-11-14T08:29:39Z,1,ランダムランダム 
B2D3lGOrdVQ,Ugg2VUe1cBRZ53gCoAEC,@skykey4310,2013-11-14T08:13:49Z,1,せとっち
B2D3lGOrdVQ,Ughgndw2Vx4KuXgCoAEC,@skykey4310,2013-11-14T08:13:49Z,2,せとっち
